label,text,is_valid
negative,"هذا هو نوع الفيلم الذي أعده أعدائي وأنا أشاهده طوال الوقت ، لكنه ليس حقيقة دامية. أنا أشاهدها من حين لآخر للتأكد من أنها سيئة كما اعتقدت في البداية. <br /> <br /> يختطف بعض أنواع الغوغاء طائرة بوينج 747. (وهذا ، على الأقل ، يعد تحسنا على اختطاف طائرة بوينغ جزءًا كبيرًا من البنتاغون.) تنزل الطائرة في مثلث برمودا وتغرق في الضغط إلى القيعان ، وهو نوع من الغواصة في ما بعد الواقع. <br /> <br /> لديها واحدة من تلك النجوم النجمية يقول الطيار جاك ليمون إن النجوم إما تسقط أو بالكاد فوق الأفق. <br /> <br /> ""نحن وحدنا!"" إنه على حق. باستثناء جورج كينيدي. إنه في كل أفلام الكارثة هذه. <br /> <br /> شاهد فيلمًا آخر بدلاً من ذلك. أوه ، لا ""المطار"" الأصلي. هذا ليس جيدا سواء. بدلا من ذلك ، مشاهدة نفض الغبار لائق حول الطائرات عالقة مثل ""الطيران من فينيكس"".",False
negative,"لا يوجد ذكر ما إذا كانت Ann Rivers Siddons قد أعدت المواد لـ ""The House Next Door"" من روايتها التي تعود إلى سبعينيات القرن الماضي والتي تحمل نفس العنوان ، أو قام شخص آخر بذلك. هذا الفيلم الشبيه بالعمر كان من إخراج المخرج الكندي جيف وولنو. بعد قراءة الكتاب منذ فترة طويلة ، قررنا أن ننتهز الفرصة عندما عرض الفيلم نسخة من الكبل ما كان بوضوح فيلمًا للتلفزيون. أنت تعلم أنه عندما تسبق اللحظات الحاسمة الإعلانات التجارية ، والتي بالطبع لا يمكن للمرء أن يجدها في هذا الإصدار الذي شاهدناه. <br /> <br /> نجمة الفيلم هي لارا فلين بويل التي تمارس مظهرًا جديدًا ألقى هذا العارض منحنى بسبب التحول التجميلي قد مرت هذه الممثلة. من الحواجب الجديدة إلى أجزاء أخرى من جسدها ، لا يمكن التعرف على السيدة بويل على أنها كول كينيدي ، الشخصية في مركز الغموض. لم تكن هذه واحدة من أفضل لحظات الممثلة أمام الكاميرا. هذا ينطبق على بقية الممثلين الكنديين بشكل رئيسي الذين يستحقون أفضل. <br /> <br /> للفيلم شعور بوجود صليب بين ""Desperate Houswives"" مع ""The Stepford Wives"" وميزات أخرى معروفة بشكل أفضل ، بالإضافة إلى جرعة خفيفة من القشعريرة. أفضل شيء عن الفيلم كان المنزل الذي يعمل كإعداد.",False
positive,بطاقة بريدية جميلة من نيويورك. الشيء الذي استمتعت به أكثر هو أن أتمكن من مشاهدة هذا الأمر مع عائلتي بأكملها وألا أكون في انتظار ظهور نكتة غبية للمرحاض الغبي. لم يفعل ذلك. أحب المراهق الخاص بي ذلك أيضا. ابني ناتاشا هينستريدج و ابنتي لمايكل فارتان. علقت أنا وزوجتي أننا لا يمكن أن نتذكر آخر مرة يمكننا الجلوس مع الأطفال و ALL يتمتع بشيء. هذا الفيلم يروي قصة شعرت بالراحة لكنها لم تكن قديمة أو فعلت. وجاءت النهاية مع تطور الذي نحب جميعنا أيضا. إذا لم تكن مجرد شخص متشائم وكنت على استعداد لترك قصة جديدة ، فهذا بالنسبة لك. كرجل يأخذ الكثير ليحمل اهتمامي عندما يتعلق الأمر بالأفلام الرومانسية وهذا ما فعلته. أوصي به ونحن بحاجة إلى المزيد من هذه الأفلام لمشاهدة.,False
positive,"لقد كان ""جون كاربنتر مصاصو الدماء"" ممتعًا جدًا ، وكان جزءًا ممتعًا من الترفيه الفشار بميزانية صغيرة بدرجة لا تسمح بتجاوزات خاصة. ومن الواضح أنها تهدف إلى ""من الغسق حتى الفجر"" -العين. يحاول ""مصاصو الدماء: لوس مويرتوس"" البدء بنفسه مع نجم موسيقى الروك جون بون جوفي يلعب واحدة من الشخصيات الرئيسية ، لكنه يفعل ذلك بشكل جيد للغاية ...: لم أر جون بون جوفي في أي فيلم آخر ، لذلك أنا لست قادرا على مقارنة تمثيله في ""مصاصي الدماء: لوس مويرتوس"" إلى أدواره الأخرى ، لكنني كنت أفاجأ حقا من أدائه الجيد. بعد أن بدأ الفيلم ، أقنعني ألا أتوقع منه أن يمسك بأي غيتار ويلعب ""إنها حياتي"" أو شيء من هذا ، لكنه يقتل مصاصي الدماء ، ولا يظهر أي رحمة ويقوم بعمل ما يجب القيام به. هذا يعني الكثير ، لأن جزءًا من الجمهور (أنا أيضًا) كان يفكر على الأرجح: ""... فقط لأنه لاعب روك ..."". بالطبع بون جوفي ليس جيمس وودز ولكن لنكون صادقين: كان يمكن أن يكون أسوأ من ذلك بكثير ، وفي رأيي أداء بون جوفي أداء جيد للغاية. المصيدة التي تلعبها Arly Jover ليست آلة القاتل المزيّنة بالجلد لزعيم مصّاص الدماء الذي التقينا به في الجزء الأول (أو بطريقة مشابهة لـ ""Ghosts of Mars""). يعزف جوفر مصّاص الدماء مغر جدا ومثير جدا ، يتحرك مثل قطة ، يهاجم بأسرع ثعبان ويرتدي قماشا خفيفا وشفافة جدا وشفافة جدا. وحتى المؤثرات البصرية التي تدعم نوع حركتها مصنوعة بشكل جيد للغاية. حقا يأخذ بعض الضرب. لكن المخرج في بعض أجزاء الفيلم فقط يتجنب تحويل الفيلم من فيلم رعب إلى رواية حساسة مثل ""نوسافيتو"" في مورناو. يمكنك أن ترى إغراء المخرج تقريباً لإنشاء فيلم بملاحظة شخصية مختلفة ومختلفة عن الأصل. هذه هي القوة الحقيقية للفيلم ، وفي الوقت نفسه أضعف نقطة: إن الجمهور الذي يحتفل بالدماء المرح للفيلم الأول ، يتوقع على الأرجح حدوث حمام دم خالص للمرح للمرة الثانية ، وقد يكون محبطًا بعض الشيء. لا يخطئن أحد: ""مصاصو الدماء: لوس Muertos"" هو متعة الدماء ولكن ليس كل هذا الوقت من هذا الفيلم. فقط فكر في المجزرة في الحانة مقارنة بالمشهد الذي تحاول فيه vampiress إغواء زوي في الأنقاض: مذبحة البار هي ما تتوقعه من الترفيه الفشار الأمريكي ، المشهد المغوي- Zoey-in-the-ruins-scene هي السينما الأكثر شعبية في أوروبا (الفيلم حريص على إخبارنا بالمزيد عن العلاقة بين زوي و vampiress ، لكنه يرفض الإجابات في نفس الوقت. لأنه كان من شأنه أن يبطئ العمل؟ أظهر للجمهور مصاص دماء مع ماضي بشري ، مخلوق يعاني الآن وليس فقط الوحش الذي يذبح أحدا فقط). وهذه النقطة هي التي تحدد ما إذا كان الفيلم مقبولًا من قبل جمهور الفيلم الأصلي أم لا. وأيضًا: هل ""من الغسق حتى الفجر"" - هل سيحدث هذا الشعور؟ لست متأكدا حيال ذلك. على الرغم من أن Tommy Lee Wallace قام بعمل رائع بالفعل ، ""Vampires: Los Muertos"" جيد بشكل مدهش. ولكني أعتقد أيضًا أن تكملة جزء من فيلم الفشار ، وفي بعض الأحيان يكون ""والاس"" مبدعًا ومعبّرًا للغاية. مثلما يحافظ على نفسه من تطوير موهبته من أجل تلبية توقعات الجمهور. في رأيي ، موهبة والاس تملأ الفيلم بحياة وربما في بعض الأحيان مص لها في نفس الوقت. ""مصاصو الدماء: لوس Muertos"" يكاد يكون القيام به بشكل جيد للغاية. (أعطيها 7 من 10)",False
positive,لا أعرف النجوم ، أو الموسيقى الصينية الحديثة في سن المراهقة - لكنني أعرف فيلمًا ترفيهيًا تمامًا عندما أرى فيلمًا. <br /> <br /> الكونغ فو دونك هو عبارة عن هوليوود خالصة في قيمها - إنها تُلعب من أجل الضحك ، من أجل الحب ، ومزيج رائع من الكونغ فو وكرة السلة. <br /> <br /> يبدو الجميع وكأنهم استمتعوا كثيرًا بجعل هذا - قيم الإنتاج ممتازة - والصين الحديثة تبدو أكثر لمعانًا من لوس أنجلوس هنا. <br /> <br /> مؤامرة من اليتيم المهجور الذي يكبر في مدرسة الكونغ فو فقط ليتم طرده ومن ثم اكتشاف superstardom كما لعب كرة السلة (والحب وأكثر من ذلك ؛) أمر عظيم - وهذا هو جديد ، متعة ، ومسلية للغاية. <br /> <br /> مع هذا العمل الرائع والحوار الجيد ، يمكن الاستمتاع بكل هذه المتعة - لجميع الأعمار - ولأموالنا كانت واحدة من أفضل الأفلام العائلية التي رأيناها منذ وقت طويل . <br /> <br /> الرجاء تجاهل التعليقات السلبية وإعطاء Dunk فرصة - كنا سعداء فعلنا بالفعل - فيلم كوميدي رياضي جيد.,False
positive,إن الطريقة التي تطورت بها القصة ، تجعل الجمهور يتساءل ما هو الماضي المظلم للمستأجر. نحصل على بعض الأدلة خلال السلسلة ، ولكن ما يكفي لإبقائنا مهتمين بالمسلسل الصغير. الشخصيات كلها قابلة للتصديق وأنا شخصيا شعرت بأنني مغمورة ومحاطة بالقصة.,False
positive,بعد أن سمعت مراجعات إيجابية للغاية وبعد مشاهدة المقطورات كان علي أن أرى هذا الفيلم. مع وليام إتش ميسي ، لويس جوزمان ، مايكل جيتر وسام روكويل ، يجب أن تكون جيدة. وانها سلمت. وعموما ، فإن الفيلم ليس مضحكاً ، لكن هناك مشهد واحد يبرز بالفعل ، وهو في نظري كلاسيكي. SPOILER في النهاية ، حيث يكسرون الجدار للوصول إلى الخزنة ونرى روكويل وواشنطن يحدقان في Jeter رائعون. هذا جيد مثل المشهد في The Big Lebowski حيث يستخدم المتأنق كرسيًا لحصار بابه ، لكنه ينسى أن الباب يتحول إلى الخارج! نهاية ممتلئ اذهبوا لرؤية هذا الفيلم ، لن يخيب ظنكم.,False
negative,إذا كنت تأمل في أي شيء جديد ، فقد اخترت الفيلم الخطأ. من يستطيع أن يظن أن الفيلم الذي يعد تكرارًا فعليًا لما هو سابق ، يمكن أن يكون جيدًا. ربما المنتج وربما المخرج ولكن من المأمول أنهم لم يكونوا جادين عندما صنعوا هذا الشيء. يشبه هذا الفيلم بأكمله أفلام DVD من الأفلام الثلاثة الأولى ، ولكنه يغير الممثلون. BHHAAAAD.,False
positive,"لا أعتقد أن معظمنا يميل إلى تطبيق المصطلح ""يجب أن نرى"" لأفلام الحركة ، لكنني كنت منبهرًا جدًا بمدى جودة هذا الفيلم ، وأنه يستحق عن جدارة طابع ""لا بد من رؤيته"". <br /> <br /> ماندي يلعب من قبل شانون لي (ابنة الراحل الكبير بروس لي وشقيقة الراحل براندون لي) يتم تجنيده من قبل مارتن ، لص محترف للمساعدة في سحب قبالة سرقة الماس في متحف لنقابة المجرمين والحصول على مكافأة رائعة له. لا يعلمون أن زوجًا آخر من اللصوص (لوسي وتومي ، زوج من طيور الحب) ، الذين رفضهم في وقت سابق ماندي ومارتن للدخول في الصفقة ، يخططون أيضًا لسرقة الماس. <br /> <br / > كيف يخطط كل زوج من اللصوص من السرقة هو إثارة للمشاهدة. الأمور تسير على ما يرام ، حيث يجد مارتن وماندي نفسيهما دون علمهما خطوة وراء لوسي وتومي. <br /> <br /> ستجد نفسك متجذراً لهؤلاء اللصوص حيث يجدون أنهم بحاجة إلى بعضهم البعض للبقاء على قيد الحياة من نقابة الجريمة الذين ليسوا سعداء على الإطلاق بأن الماس ليس في يديه. <br /> <br /> لن يخيب ظن مشجعي اللعبة ، حيث أن هناك جرعة صحية من المعارك النارية والفنون القتالية والقتال المتلاحم المتسلسلات. <br /> <br /> ما يثير الدهشة هو أنه ، ليس فقط العمل الذي يحمل هذا الفيلم ، ولكن الرومانسية والضحك (وأنا لا أقصد المنتوجات الخاصة بك النموذجية السائدة في أفلام الحركة) التي تتسلل في. <br /> <br /> ليس من السهل تجذير الأشرار ، لكننا نرى الجانب الإنساني من هؤلاء اللصوص والكيمياء التي يطورونها. <br /> <br /> فيلم رائع وواحد ليس أن تفوت! <br /> <br /> 9 من أصل 10",False
negative,"كان هذا الفيلم متوسّطًا وكسلًا وفكرًا مكتوبًا عليه. إذا كنت ستفعل فيلما عن مصاصي الدماء الذي تم بالفعل آلاف المرات بالفعل ، فمن الأفضل أن تقوم بعمل جيد. سأكون أول من يقول أن هذا الفيلم فقط لم يقطعه. فشلت بعض الأفلام الرهيبة / الرعب فقط في كسر القالب من ""دعونا نفعل شيئا ممنوعا وترحل من أجل المتعة لأن كل القصص مجرد أكاذيب"" كليشيه. هذا ، للأسف ، لم يكن مختلفًا ، ومثل كل الأفلام المرعبة ، بمجرد أن تغامر في هذا الطريق ، لن يكون هناك عودة. <br /> <br /> والنتيجة؟ كيف يعمل الأبطال نفس الوظيفة مرارًا وتكرارًا طوال الفيلم ، لكن في الغالب يتم اختتامهم في الوقت الحالي ولا يمكنهم القيام بالمهمة في النهاية؟ كانت النهاية غاية في مكافحة المناخ ، وكتبت الجزء الثالث الذي لن أشاهده أبداً. فيلم رهيب.",False
negative,في فيلم يتبع الممثل المتعثر ، من الواضح ، من قبل ممثل متعثر ، هذا لا يقدم أي فضل لكريس كلاين. وهو يناضل من أجل إحضار أي شيء لا يُنسى إلى الدور والتعرّجات من خلال النص الضحل الذي يدير العرض ، وما يمكن وصفه فقط ، وهو رجل بارع. القصة موجودة ، لكن هذا كل شيء ، ويفشل في إظهار أي بداية أساسية ، وسط ونهاية ، ويترقب المشاهد عن كتفه وكأنه لم يحدث أي شيء في الساعة الماضية وثلاثة أرباعها بالفعل. <br /> <br / أحد الضوء الساطع في وسط هذا هو فريد دورست ، الذي استطاع أن يبرز فوق نجومه الموهوبين على ما يبدو ، وهو يقوم بوظيفة شبه لائقة لإضفاء الطابع المتخلف لـ Legde على الحياة. ما إذا كان فريد يمكن إعادة إنشاء هذا عند العمل مع أعلى مستوى من يلقي لا يزال ينظر إليه ولكني سأراقب له في المستقبل.,False
positive,"بعد فشل ""The Crusades"" في شباك التذاكر ، توقفت Cecil B. DeMille عن تصوير الأفلام عن التاريخ غير الأمريكي. كانت أفلامه خلال السنوات الثلاث عشرة التالية حول تاريخنا من جين لافيت إلى الحرب العالمية الثانية (د. واسل). كان الفيلم الأول من حيث الإنتاج لهذا الفيلم ، بطولة غاري كوبر في دور ويل بيل هيكوك ، مع جان آرثر في دور كالاميتي جين. جيمس إليسون كان بوفالو بيل وجون ميلجان (ليس الشرير كالعادة) كان الجنرال جورج أ. كاستر ، وكان أنتوني كوين أحد الهنود الذين قاتلوا في ليتل بيغ هورن. كان الأوغاد بقيادة تشارلز بيكفورد (يبيعون الأسلحة للهنود) وبورتر هول في دور جاك ماكال (الذي قتل ويلد بيل هيكوك). <br /> <br /> يتناول الفيلم تاريخ الولايات المتحدة بشكل أساسي بعد الحرب الأهلية. . يظهر لينكولن في البداية يتحدث عن ما هي الخطوة التالية بعد أن استسلم لي. يتحدث لينكولن عن الحاجة لتأمين الغرب (المزيد حول هذه النقطة فيما بعد). ثم يعلن أنه يجب عليه الذهاب إلى المسرح. يجب أن يكون هذا 14 أبريل مشغول جدا لابي - في ""فرجينيا المدينة"" انه يمنح العفو للايرول فلين بناء على طلب ميريام هوبكنز في نفس التاريخ <br /> <br /> والواقع، في حين كان لينكولن تشعر بالقلق إزاء. الغرب ، أفكاره المباشرة في اليوم الأخير من رئاسته كانت حول إعادة توحيد الدول الكونفدرالية السابقة ومواطنيها في الاتحاد في أقرب وقت ممكن. كانت إعادة الإعمار هي التي لفتت انتباهه ، وليس الغرب (باستثناء مشاكل ماكسيميليان وقواته الفرنسية في المكسيك ضد خواريز). لكنه شارك في مشاكل فعلية مع الغرب. في عام 1862 بعث العار الجنرال جون البابا، والخاسر في ماناساس الثانية، الى ولاية مينيسوتا لاخماد الحرب الهندية جادة من قبل سيوكس (موضوع الرواية ماكينلي كانتور، ""روح بحيرة"". البابا، غير كفء ضد لي وجاكسون، اتضح أن تكون فعالة جدا هنا، وحطم التمرد. <br /> <br /> ولكن، مع إيلاء اهتمام كل لينكولن الفعلي للمشاكل الغربية، فمن المشكوك فيه أن يقول (كما يكرر كوبر مرة واحدة على الأقل) ""، ينبغي على الحدود تكون آمنة. ""لا يوجد شيء ليقول انه لا يمكن ان يكون قال ذلك، لكنه لا يكاد يكون النطق عميق من قبل كبار رجالات الدولة، ومثل قوله، وقال تيدي روزفلت""، تناول وجبة فطور جيدة كل صباح لصحتك. ""انها ليست بيان العميق للسياسة، وهي، في أحسن الأحوال، وبيان حقيقة يمكن التعرف عليه. كوبر تحويله إلى شعار بسيط، مثل إصدار لينكولن من مبدأ مونرو، أمر مثير للسخرية ... نموذجية على الطريق مخطوطات دوميل لدينا أخطاء سيئة حقا الحس السليم في نفوسهم. <br /> <br /> ومع ذلك ، هذه ليست م مدمرة istake. ""The Plainsman"" هو فيلم مغامرات ، وعلى هذا النحو فإنه يتمتع بالمزايا الكاملة لـ DeMille ، وهو مصمم أفلام العرض. على هذا النحو فإنه يستحق المشاهدة. لكن ليس ككتاب دراسي عن أفكار لينكولن السياسية أو تراثه المقتبس.",False
negative,"أنا أحب سيث غرين. وظهوره على عرض THAT 70s يستحق المشاهدة دائما ولكن الليلة الماضية شعرت أن العرض بحاجة إلى إصلاح. يرث أربعة شبان واحدون شقة في مدينة نيويورك سيموت معظمنا من أجلها. يجب أن تكون الجدة وريثة لوجود مثل هذه المساحة في المقام الأول. لذا شعرت بالحاجة إلى الواقعية. على أي حال مؤامرة حول أربعة أفضل الأصدقاء الحصول على هذه الشقة غير قابل للتصديق. كنت سأشعر بسعادة غامرة إذا ما اضطروا إلى الانتقال إلى أحد والديهم ، الأمر الذي كان من شأنه توفير روح الدعابة والفشل الوظيفي في إعداد العرض. لا يبدو أن هناك الكثير من الفكاهة في ذلك. أنا أشاهده فقط لأنه يقع قبل أن اسمي إيرل في ليلة الخميس الفائتة. أعتقد أنهم يجب أن يعودوا ويخرجوا هذه السلسلة ويبدأوا من جديد. نحن بحاجة إلى المزيد من المسلسلات العائلية. ماذا عن ""سيث"" ورفاقه يتنقلون مع والديهم الأحمق في الضواحي بعد أن يحرق النيران مكانهم. يمكن أن يكون هناك دورني كولمان يلعب الأب وكريستين إيستابروك ، واللعب الأم والأخوة الأشقاء. قائمة الاحتمالات مع شخص مثل سيث غرين لا حصر لها والشبكة تهب.",False
positive,"يمتلك هذا الفيلم نواة متعفنة من الأخلاقيات المرنة ، ومع ذلك فهو يتمتع بشعور عدائي ملتوي. الكثير من الأحبة العادية بيننا يحبون ""التمسك بالرجل"". يتم تمثيل ""MAN"" في هذه الحالة بعدة أحرف مختلفة. السيد كيلر ، الذي تكتبه كارلا في مكتبها. في وقت لاحق ، بول يدين 70 كبير للسيد Marchand مالك النادي. ثم هناك ضابط بول في الإفراج المشروط. يبدو أن هناك الكثير من الأسئلة حول القصة الجانبية للشخصية الأخيرة. ويشير المراجعون إلى ذلك على أنه ضعف في لعبة تحت أرضية من بينغ بونغ بين فريقين من أبطالنا ، مما يؤدي إلى تصاعد وتيرة التغيير حتى تتغير حياتهم بشكل كبير. هم ممتنون لكل وكيل من ""مان"". يمكن إطلاق النار على واحد أو كليهما ، أو قتلهم ، أو سجنهم إذا لم يفعلوا ذلك كما قيل لهم. <br /> <br /> الفيلم لديه شعور بالارتياح في النهاية. أخيرا يحصل كارلا وضعت. يتم إجبار رئيسها على أن يكون رعشة. السيد مالك المالك هو الفوضى في الحمام في بلده. يحصلون على المال $ دولار. و ... لا داعي للقلق بشأن إبلاغ مسؤول الإفراج المشروط ، لأن ضعفه الأخلاقي أدى به إلى تخبئة زوجته المتجولة في الطابق السفلي (أو ما وجدته الشرطة لاعتقاله). بل هو الحافز اللاشعوري الحافز إلى القفل البهلواني الذي جرح لنا حتى ضيق. ناهيك عن أن شخصًا آخر قد يحصل على ملف بولس لاحقًا للإشراف على إطلاق سراحه ؛ في الوقت الحاضر هم أحرار! قد يفلتوا من ذلك! <br /> <br /> Woohoo ... <br /> <br /> إنها تبيعها إلى الرجل!",False
negative,"""مبيد الفطريات"" هو على الأرجح أكثر ""فيلم"" غير مؤهل ، محرج ، يرثى له رأيته في حياتي. التمثيل مجرم ، والاتجاه غير موجود عمليًا ، والتأثيرات الخاصة التي يفترض أن يتم وضعها معًا من خلال إطلاق قرد يعاني من صعوبات في التعلم على كمبيوتر محمول لا يمكن الدفاع عنه. <br /> <br /> يجب أن يكون الأمر بعيدًا عني لإعاقة الإبداع ، ولكن أعتقد في الواقع أن مثل هذه الأشياء لا يجب أن تتم. أنا متأكد من أن ""الفيلم"" سوف يقول صانعو الفيلم ، نعم ، لقد أعاق ""الفيلم"" من خلال ميزانية منخفضة (كما هو الحال في أي شيء) - لكن في هذه الحالة ، لم يكن عليهم أن يزعجوا. وكما هي ، فقد عرضوا للعالم شيئًا مخيفًا للغاية ، بحيث يمكن إدراكه فقط أن البلهاء هم فقط الذين يمكنهم الحصول على الظل الأزلي للتمتع به. <br /> <br /> بدء ""الفيلم"" لم يكن كما لو كنت نتوقع ""المواطن كين"" أو أي شيء. كنت أتوقع رعبا منخفض الميزانية قليلا مع ربما قدوة من الإبداع ، وهي تلميح من المرح ، وحتى بعض الطاقة. ما حصلت عليه هو المكافئ السينمائي للمنديل المستخدم. <br /> <br /> المؤامرة؟ حسناً ، عالمنا المضاد للثيران ، الذي يعمل في قبو والده ، يُنظر إليه على نحو مثير للدهشة في بعض الكؤوس. على ما يبدو ، هذا العلم الرفيع المستوى هو النتيجة النهائية لسنوات من البحث. ثم يرسله والداه إلى مكان غريب من نوع الفنادق في الريف للاسترخاء. هناك بعض الناس هناك ، الذين هم ببساطة مروعين للغاية للكتابة عنها. على أي حال ، يسقط العالم أنبوب الاختبار على بعض الفطر - وسرعان ما ينمو الفطر ويقتل بعض الناس. (نجاح باهر ، أنا أشعر بالانتحار مجرد كتابة ملخص المؤامرة). أبطالنا ينقذون اليوم عن طريق تفجير برميل من الخل البلسمي (عن طريق ربط ""الصمامات"" - حقا قطعة من الخيط - إلى ذلك). ينفجر البرميل بلا قوّة مع قوة سلاح نووي صغير ، يدمّر كلّ الفطر. النهاية. (الحمد لله). <br /> <br /> هذا الموجز جيد مثل ""الفيلم"" (ويجعله يبدو أكثر إثارة للاهتمام مما هو عليه في الواقع). حقا لا ينبغي أبدا تجاوز هذه المرحلة من التطور (التي أعني بها مخطط مؤامرة خربش على ظهر ظرف مع أقلام تلوين). كان يجب على شخص ما أن يتدخل وأن يعطى أحدهم اهتزازًا قويًا وقال ""لا"". <br /> <br /> وتلك الآثار ""الخاصة"". حسنا ، انهم ""خاص"" كل الحق. هذا هو CGI ذهب مجنون. ويتم ذلك من قبل شخص لا أستطيع أن أفترض إلا أن مضخة الدراجة هي قمة التكنولوجيا الحديثة. وعندما لا تكون وحوش الفطر على نمط رزمة الرسومات الحاسوبية المنزلية في عام 1984 ، فإنها ممثلة بممثلين يختلطون على طول الغلاف المغطى في ورقة (أنا طفل لا). <br /> <br /> واحدة من أكثر الأشياء التي لا يمكن تبريرها حول الفيلم هو كسله. ويمكن تلخيص ذلك بالمشهد الذي يدور فيه البطل بنادقه (وهو كلينت إيستوود) ، ثم يفشل فشلاً ذريعاً في الحصول عليها في جيوبه. أعني ، استعادتي ، وكان بإمكانه سحبها ، ولكن فقط لتركها كما هي - ضعيف جدًا. <br /> <br /> لا أستطيع أن أصدق أنه تم إنفاق الأموال على هذه القمامة التي يتم تصويرها عبر كاميرا الفيديو. يجب أن يعلق أصحاب ""الفيلم"" رؤوسهم في عار ويحظر عليهم الذهاب إلى مسافة خمسين متراً من أي جهاز لصنع الأفلام. <br /> <br /> أعتقد أيضاً أنه من الخطأ أن يأتي الأصدقاء وأفراد العائلة إلى IMDb وننشر تعليقات كاذبة ونمنح درجات غبية عالية للمستخدم والتي تعطي صورة غير دقيقة تمامًا عن ""الفيلم"". ""مبيد الفطريات"" هو تزييف مطلق لصناعة الأفلام. السيد Wascavage إما غبي جدا أو شديد السخرية.",False
positive,"هذه واحدة من تلك الأفلام التي جعلتني أشعر بقوة بضرورة صنع الأفلام على الإطلاق. بشكل عام ، أنا من محبي الأفلام على أساس قصص حقيقية تستحق. وهذا واحد عظيم! إلى جانب أداء ميريل الذي اكتسب الكثير من التقدير والثناء ، فإن أعظم أصول الفيلم هي القصة التي يرتكز عليها. إن الحكاية المؤكدة لزوجين يعانيان من التعذيب الاجتماعي والقانوني ، بعد تعرضهما لألم عاطفي هائل نتيجة لوفاة طفلهما الرضيع غير المتوقع والوحشي ، هي حكاية افتتاحية تدور أحداثها وتكشف الجانب اللاإنساني من البشر ، وتكشف بربرية مجتمع دقيق جدا ومشرع. من المثير للاهتمام أن نرى كيف أن الأشخاص الذين يعتبرون أنفسهم أشخاصًا طيبين وذكيين (السيدات المحليات العاطفية في الفيلم على سبيل المثال) ليسوا في الواقع أكثر من المغفلين الأنانيين الذين ، بسبب معتقداتهم وتحيزاتهم العقائدية ، سيغلقون أدمغتهم لأي مداولات. والتأمل حتى في ضوء كل الحقائق التي تشير بوضوح ضد آرائهم. الوجه الآخر لما يسمى بالمجتمع ""المتحضر"" الذي يعرضه الفيلم هو اللامبالاة بألم الأخرين من البشر (وغني عن القول إن هذا الأمر عام جدًا ، على الرغم من أن هذه القصة المحددة تتكشف في أستراليا) ، وتصبح قسوة حقيقية يجب أن نرى إذا كنت ترغب في اتخاذ شيء خطير وربما يثير التفكير.",False
negative,هذا الفيلم هو كومة ضخمة. <br /> <br /> ليس لدي أي فكرة عن السبب الذي جعل أي شخص يشعر أن نسخة Garland / Mason بحاجة إلى إعادة بنائه ، ولماذا كان Striesand سيكون الخيار الأول للنجم. <br /> <br /> لهذا الأمر ، ليس لدي أي فكرة عن سبب ميل شعبنا (الأمريكيون المثليون) إلى اعتبار ستريساند نوعًا من الكنوز. على الأقل في رأيي ، كانت قد بلغت ذروتها مهنيا مع فتاة مضحكة ، وما بوغدانوفيتش ما يصل وثيقة. <br /> <br /> اعمل لنفسك صالحًا واستأجر لعبة كلاسيكية من جودي ، أو حتى الأصل (فيلم جيد بحد ذاته) ، لكن يرجى ، من فضلك ، يرجى تخطي هذه النقطة!,False
positive,هذا هو إلى حد بعيد أطرف قصيرة أدلى بها اثنين من العباقرة الهزلي. من الوقت الذي يدخلون فيه ، إلى الوقت الذي يسقط فيه هاردي من السقف ، هذا يجعلني أضحك بشكل هستيري. أنا أقترح بشدة أن كل محبي الغار وهاردي يجب أن يروا هذا القصير. وأوصي أيضًا بكل سلسلة Ghost. إذا كنت تبحث عن الضحك ، شاهد هذا الفيلم وستكون سعيدًا.,False
